fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Feb,17,MADHYA PRADESH,1722,DHAR,4761716,235.646385104064,43,1439,9414.465161,12819,0,25414,5486678,497230,47487,3683018,315931,1747.43529,24091.0588198779,124950,197515,223868,466014,2490,308244,639280,38233,12929.1583692999,2124836,67,17.32,63.53,99.71,NA
2024-2025,Feb,17,MADHYA PRADESH,1723,INDORE,842343,238.709510707772,49,42,444.8863188,2188,0,5526,673156,100613,11890,132843,16846,787.19275,2838.96646270901,13589,17774,37203,72968,72,68710,132016,7714,1606.88739390001,235536,57,47.71,24.02,99.82,NA
2024-2025,Feb,17,MADHYA PRADESH,1727,VIDISHA,2625496,242.410753752418,44,198,2088.582714,9387,0,16930,2199648,312591,31424,313908,13427,1312.16797,8732.93398094698,49795,61308,126684,189748,168,216125,313830,26317,5332.18329669998,709719,70,28.04,28.37,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.586310508424,52,144,2354.414506,2228,0,5613,1237493,173967,11507,41464,3604,488.98219,5857.76023725401,23489,30786,43629,71051,99,69575,114018,7841,3014.36354150001,445860,62,21.52,30.51,99.89,NA
2024-2025,Feb,17,MADHYA PRADESH,1751,AGAR-MALWA,1804309,241.696111144122,47,312,2046.462872,4080,0,9235,1447292,329313,33638,38878,4348,527.25245,6071.76380301199,30250,45661,60446,128584,237,106803,214960,13315,3498.04848089999,558756,74,46.04,37.14,99.95,NA
2024-2025,Feb,17,MADHYA PRADESH,1701,MORENA,9861461,244.594672865714,61,378,16670.284530484,4350,2,8062,11084806,1347684,41793,154729,4377,1149.57397,44932.703473983,180292,193097,242327,304045,1989,323231,406040,12412,27112.844973499,4525220,15,18.96,55.33,99.81,NA
2024-2025,Feb,17,MADHYA PRADESH,1707,TIKAMGARH,2391577,243.551878013633,47,133,2709.718086,5497,0,10954,1865274,294522,25625,143673,15654,886.12515,8138.75309292202,39252,56625,87366,156055,132,127987,221320,16451,4542.90985710002,666332,65,22.74,45.78,99.97,NA
2024-2025,Feb,17,MADHYA PRADESH,1711,DAMOH,6144823,238.029199248371,54,519,10558.680085886,7885,0,15260,5136599,665560,42096,790867,39089,1084.56228,23869.8478341858,93553,121311,158953,270862,3866,261378,430755,23145,12226.6054682998,1908607,61,27.44,58.91,100.02,NA
2024-2025,Feb,17,MADHYA PRADESH,1713,REWA,3198108,211.515222444192,36,216,2915.982557,9190,0,17142,2157957,382338,52346,326895,47233,1770.69856,9251.088666,59020,79327,156079,287409,238,251911,477604,26332,4564.407549,884976,56,22.5,29.21,101.02,NA
2024-2025,Feb,17,MADHYA PRADESH,1717,RATLAM,2899310,229.091947034542,43,360,3023.284822,5778,0,14059,2253884,508242,64043,730631,73046,1092.89765,9279.64921195002,51789,80736,110379,239686,761,186962,387319,19837,5163.46673950002,885738,76,31.7,44.94,99.95,NA
2024-2025,Feb,17,MADHYA PRADESH,1727,VIDISHA,2625496,242.319753637771,44,198,2088.684694,10129,0,16649,2231105,318982,31487,319296,13447,1368.53211,8863.62494364698,50012,61601,126958,190160,169,217007,315090,26778,5406.40813939998,719706,70,27.91,28.24,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.195829129514,52,145,2354.414506,2247,0,5608,1251837,176898,11529,42148,3628,493.76497,5892.59484725404,23688,31070,43705,71202,100,69707,114204,7855,3044.41537150004,451507,62,21.56,30.47,99.9,NA
2024-2025,Feb,17,MADHYA PRADESH,1730,RAISEN,1647719,237.336154256897,44,218,1843.404643,6933,0,13184,1610586,273258,23642,265576,25058,1139.43831,6805.34582602399,36048,51599,77133,134650,399,150005,237784,20117,3822.50287339999,548540,71,38.85,19.53,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1731,BETUL,3824014,235.781669243765,37,2439,2433.563136,6543,1,13813,3602889,452238,56907,1898413,210976,1323.18541,12251.70037,96211,148652,167636,397768,1050,214528,489218,20356,8494.95182519999,1903751,57,30.92,54.56,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1740,UMARIA,2425997,223.321299743865,40,686,2541.141681,8180,1,8849,2079402,129876,12761,1300072,89511,458.8125,7643.70175439393,51963,77003,92092,165220,720,115810,198926,17029,4643.74757329993,1048521,77,15.23,47.63,99.95,NA
2024-2025,Feb,17,MADHYA PRADESH,1704,DATIA,1153373,245.429587606822,47,105,1431.939946,2331,0,4927,972664,217928,20088,50166,3082,615.30358,4434.44876981502,20462,25699,44116,77262,85,79637,143275,7258,2387.20524400002,338154,44,18.27,49.75,101.45,NA
2024-2025,Feb,17,MADHYA PRADESH,1705,SHIVPURI,7835547,243.714925583321,50,598,5527.347397,16563,0,33914,6707569,953133,58365,1524528,67297,1403.59451,23278.2887041519,131723,179829,205432,354174,493,325574,599098,50477,16347.3467967999,2718249,79,15.73,40.58,99.89,NA
2024-2025,Feb,17,MADHYA PRADESH,1713,REWA,3198108,210.648344500385,37,217,2977.976583,9461,0,17069,2211864,392180,52431,335669,47305,1829.05654,9466.288022,59674,80254,156247,287779,244,252570,478501,26530,4659.254899,903357,56,22.1,28.76,101.06,NA
2024-2025,Feb,17,MADHYA PRADESH,1720,DEWAS,2528330,239.943714110254,46,294,2139.70532,4336,0,10476,1945925,317134,38544,406749,46084,1180.44379,7989.27382903496,41800,58126,102293,206330,523,164695,333665,14812,4669.12471879996,615721,65,31.51,38.38,99.75,NA
2024-2025,Feb,17,MADHYA PRADESH,1724,KHARGONE,5100524,244.330848127595,46,708,7467.75913664797,7389,0,20202,4712581,399918,41962,2601071,187340,1556.64412,20538.6923826479,101595,156246,190090,377881,3010,288047,570748,27591,11514.2891259999,1877034,70,21.78,62.71,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1725,KHANDWA,2788072,242.837623325364,36,800,3323.496148,6981,0,12389,2943251,259635,27198,1016678,115987,1030.50729,11501.32421,80175,143286,140849,346134,945,195903,463105,19370,7147.32077690002,1331277,64,19.3,55.89,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1726,RAJGARH,6410994,242.116308491611,44,1011,6338.326774,16094,0,16415,4561680,592339,58572,113984,10875,1454.02407,18836.9220653061,102082,163062,196278,375696,395,277674,515095,32509,11044.5712212001,1824903,73,33.28,46.18,99.86,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.041299168294,53,145,2354.414506,2432,0,5534,1283983,182353,11610,43698,3671,512.03417,5987.05764005404,24061,31566,43920,71599,102,70040,114683,7966,3120.60896430003,462738,62,21.46,30.64,99.9,NA
2024-2025,Feb,17,MADHYA PRADESH,1729,SEHORE,1509908,243.172879518192,49,200,1189.658459,7082,0,10456,1495205,320659,30717,196705,20053,1100.30787,5925.89938229999,30080,45107,65011,124988,188,134100,250178,17538,3635.93305319999,517217,61,29.11,27.92,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1736,CHHINDWARA,8134144,227.265418315653,46,4106,8483.215763,17742,1,20583,7379762,1078459,90840,4147365,278688,1871.92968,27126.7924229516,157989,244558,235942,553465,3647,284585,653859,38325,16771.6469799996,3953884,73,23.73,47.55,100.06,NA
2024-2025,Feb,17,MADHYA PRADESH,1738,BALAGHAT,8975347,234.46608354227,39,6347,7548.218662,25424,0,17008,7274760,342751,28340,2252367,131574,1840.08682,26445.1503409537,185754,279779,276309,590767,3946,316321,667463,42432,17056.8448590997,4455035,69,37.1,34.28,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1739,SHEOPUR,3118832,241.821302215794,51,342,8732.012889,13354,0,16926,3238388,367556,20605,969575,45448,544.96849,17108.093411652,62344,83225,93056,156154,192,163050,267859,30280,7831.11203240002,1297455,81,18.78,33.99,99.94,NA
2024-2025,Feb,17,MADHYA PRADESH,1745,DINDORI,10076956,210.698804988692,44,1727,8551.369078,11762,0,13318,7452624,252189,14444,4071699,186310,878.95732,25132.9161064475,166511,257234,193750,358672,3328,204142,374306,25080,15702.5897083005,4073762,66,17.14,66.18,99.97,NA
2024-2025,Feb,17,MADHYA PRADESH,1749,ALIRAJPUR,3348606,232.529072285656,48,1892,5424.493381,8212,0,10969,3560568,494886,38151,2870847,201231,671.27315,14375.1222694399,72718,118780,109000,251670,2549,143843,318331,19181,8279.35573849994,1247199,74,19.17,70.29,99.86,NA
2024-2025,Feb,17,MADHYA PRADESH,1751,AGAR-MALWA,1804309,241.694234324847,49,339,2046.620472,4360,0,9598,1545982,360079,34040,42061,4391,550.56492,6333.73474981196,31520,47793,60930,129665,257,107829,216885,13958,3736.54935769996,596636,75,44.8,36.5,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1701,MORENA,9861461,244.387173889105,61,378,16670.970530484,4378,2,8105,11147167,1353022,41807,156788,4375,1169.12321,45082.340140483,180721,193574,242993,304716,2002,323371,406190,12483,27242.246399999,4551596,16,18.96,55.41,99.81,NA
2024-2025,Feb,17,MADHYA PRADESH,1702,BHIND,3214875,221.539277771434,17,43,55.74635292,1751,52,7390,367806,55389,20535,2633,202,686.10092,1556.682029,20745,22538,80697,110161,0,161536,266178,9141,814.834756,146126,37,16.15,34.61,99.77,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.058232137474,52,145,2354.414506,2303,0,5608,1259900,178287,11563,42503,3644,504.18247,5920.88764245404,23798,31211,43764,71315,101,69796,114316,7911,3062.29066670004,454396,62,21.54,30.46,99.9,NA
2024-2025,Feb,17,MADHYA PRADESH,1730,RAISEN,1647719,237.50210830166,44,218,1843.404643,7120,0,13095,1622856,276327,23693,267576,25064,1142.83798,6840.55983732399,36129,51741,77218,134801,407,150372,238276,20215,3854.31721469999,552766,71,38.81,19.43,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1741,NEEMUCH,1471369,240.409882381407,48,307,1124.447177,3803,0,6124,1198450,120222,13942,93208,10819,467.76316,4473.40257201597,24554,33571,50818,110976,186,89919,194363,9927,2881.19223539997,371726,59,25.73,24.79,99.78,NA
2024-2025,Feb,17,MADHYA PRADESH,1746,ANUPPUR,5073811,198.187250915158,46,2034,3519.82919393699,8806,0,9177,3997112,365706,25311,2413863,146877,697.12482,12138.7204027369,85588,131759,130283,263797,2428,157929,312390,17983,7921.76638879988,2014710,79,55.5,22.96,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1748,ASHOK NAGAR,2935011,244.911661277082,54,289,2535.497738,6500,0,10640,2724705,483669,29919,290391,15302,772.75674,9981.37475859271,49660,64868,90663,152701,496,146838,540631,17140,6673.12028039971,787265,72,25.98,57.62,99.85,NA
2024-2025,Feb,17,MADHYA PRADESH,1751,AGAR-MALWA,1804309,241.470175917555,48,327,2046.462872,4199,0,9585,1499225,345232,33870,40464,4373,548.10359,6214.74770701196,30983,46899,60725,129222,248,107263,215745,13784,3620.18124489996,578431,75,45.4,36.83,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1752,NIWARI,1239141,241.453466799228,46,134,1891.137852,2969,0,4411,931349,108780,7855,83281,7595,333.03278,4472.94508098195,20190,28836,37927,64371,26,47655,80022,7380,2248.77444849995,357821,66,34.86,54.97,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1702,BHIND,3009274,223.716724605223,16,39,55.74635292,1721,56,7126,325057,47958,20343,2195,201,610.77295,1393.726176,19626,21187,80249,109437,0,160807,265114,8847,727.2068735,129611,35,15.72,36.25,99.73,NA
2024-2025,Jan,17,MADHYA PRADESH,1706,GUNA,2106614,246.297657821698,48,230,3296.442171,5563,0,15260,2454843,279181,31144,440620,53992,906.71125,10249.3742329049,50307,68003,121887,261848,372,205189,426243,20823,6046.22081219991,801973,75,22.75,64.02,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1709,PANNA,3262519,232.118232075032,49,362,5012.085804,6871,0,9813,2784315,470180,46759,444533,39131,906.55495,12381.5435077919,56819,87437,114736,238507,330,153668,314654,16684,6462.90275339993,1092120,63,26.17,59.75,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1722,DHAR,4457190,236.709731996943,41,1317,9403.38426,10677,0,24688,4839609,437503,47095,3232188,313927,1669.76031,22528.9700640779,115873,182448,222667,462853,2006,306884,636003,35365,11455.8254935999,1879560,66,17.98,63.44,99.68,NA
2024-2025,Jan,17,MADHYA PRADESH,1724,KHARGONE,4774330,244.809806281232,44,677,7452.97476664797,6271,0,19707,4254260,341011,41412,2404578,185480,1392.82299,19260.6434213479,96430,147802,188121,373905,2730,284721,565394,25978,10414.8456646999,1697020,69,22.41,64,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1739,SHEOPUR,2919373,241.924898962924,48,312,8730.247537,11547,0,15730,2774724,320185,20364,816120,43379,487.79256,15930.788330752,56875,75514,90697,152282,133,157700,259610,27277,6712.74823350002,1106926,79,19.5,33.28,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1749,ALIRAJPUR,3134453,231.829317107532,46,1778,5423.136881,7949,0,9896,3159824,440696,37955,2544697,199371,600.55003,13349.0853119399,67657,109926,107800,249544,2217,137649,307051,17845,7325.39840099992,1107105,73,21.18,68.35,99.86,NA
2024-2025,Jan,17,MADHYA PRADESH,1704,DATIA,1079611,244.631713580089,44,90,1396.14387,1985,0,4916,850716,189058,19771,45568,3034,544.89072,4022.15571891499,19022,23653,43608,76274,61,78307,141183,6901,2081.12112849999,294925,42,18.65,50.58,101.61,NA
2024-2025,Jan,17,MADHYA PRADESH,1705,SHIVPURI,7334439,244.146247707048,47,526,5512.985512,14357,0,28807,5454217,767938,56766,1209249,62534,1232.67439,20061.9260496519,115927,157534,198993,343575,224,314967,582665,43164,13316.2661472999,2211838,77,15.02,42.02,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1716,MANDSAUR,3035089,242.129993278626,49,211,2942.9767,4331,0,14000,2393856,392982,39419,60356,8310,781.93706,9521.15713180798,48422,70277,97742,205636,387,166093,345994,18331,5796.24337189997,833940,66,38.33,37.73,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1719,SHAJAPUR,1323462,229.168132200876,42,193,1484.702646,3052,3,7683,1007603,195552,22229,88625,11971,698.83715,4492.644772,23915,33724,60926,106770,49,105413,179846,10735,2309.104975,355987,64,46.39,27.42,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1721,JHABUA,3455034,231.485242723462,34,1267,4608.787159,7479,0,14778,2651433,100993,16281,2377697,314578,758.0302,11504.49347,76261,133635,163710,352118,434,210006,439868,22257,6137.67611569998,1189698,74,19.9,62.16,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1724,KHARGONE,4774330,244.91518197881,43,669,7447.46030764797,6189,0,19598,4193153,334055,41372,2378559,185362,1314.1186,19031.2472082479,95770,146732,188020,373573,2672,284526,565061,25787,10269.6683005999,1671838,69,22.58,64.08,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1730,RAISEN,1542342,236.982838809155,41,207,1836.772048,5865,0,13621,1452750,244277,23446,239157,24816,944.80777,6224.348008,34594,49435,76554,133550,352,146496,232972,19486,3442.768191,498071,70,40.58,20.48,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1738,BALAGHAT,8401345,234.628077251587,32,5758,7546.901794,13506,0,17473,5500340,257305,28236,1675507,130551,1581.91484,22034.158618254,170986,250481,275192,587893,1797,313463,661958,30979,12905.34198,3360606,69,31.2,37.04,99.98,NA
2024-2025,Jan,17,MADHYA PRADESH,1739,SHEOPUR,2919373,241.83416970719,48,309,8730.059377,11100,0,15796,2726779,315000,20329,798806,43183,455.79,15780.132731652,56241,74643,90474,151897,128,157608,259416,26896,6594.28335440002,1088083,79,19.54,33.28,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1746,ANUPPUR,4749326,202.197068173004,39,1755,3301.35662530399,8079,0,8825,3020110,285300,25160,1816753,145792,615.45125,10023.3817509037,76324,114824,129384,261933,1201,156284,309460,16904,6106.57387559972,1508930,78,49.52,26.02,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1701,MORENA,9861461,244.423875798127,61,381,16670.970530484,4392,2,8157,11212875,1359684,41841,157502,4389,1173.46551,45251.3797038832,181259,194137,243460,305359,2005,323469,406514,12549,27406.9436633992,4578978,16,18.93,55.49,99.81,NA
2024-2025,Feb,17,MADHYA PRADESH,1707,TIKAMGARH,2391577,243.210592924195,47,137,2731.287377,5664,0,10932,1902992,301664,25677,146905,15682,894.5355,8254.101004,39713,57361,87505,156306,133,128232,221718,16596,4628.278127,678561,65,22.62,45.34,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1708,CHHATARPUR,4262773,236.874432043737,50,466,4730.868958,12750,1,14445,3340222,528017,53622,183040,15832,1476.38324,14119.384089107,66242,92618,144835,277185,501,223492,415933,27195,7912.13189149996,1058941,63,37.3,42.26,100,NA
2024-2025,Feb,17,MADHYA PRADESH,1716,MANDSAUR,3242453,241.900253174199,52,226,2943.5585,5181,0,14431,2809291,480951,40422,77599,8623,897.99037,10637.230911308,53259,78007,99539,209718,482,168838,350983,19612,6795.68204139999,987381,67,36.3,37.41,99.93,NA
2024-2025,Feb,17,MADHYA PRADESH,1723,INDORE,842343,238.851820418348,49,43,444.8863188,2234,0,5557,688567,103672,11937,137833,16916,789.46754,2879.00867310901,13778,18039,37311,73175,74,68745,132099,7791,1644.65481430001,240869,58,47.47,23.67,99.87,NA
2024-2025,Feb,17,MADHYA PRADESH,1725,KHANDWA,2788072,243.0644729,36,794,3323.496148,6782,0,12524,2923632,257443,27185,1009949,115931,1029.65329,11459.46015,79952,142888,140795,346001,931,195751,462844,19306,7106.31071040004,1321918,63,19.28,56.06,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1727,VIDISHA,2625496,242.265372518277,45,200,2088.708934,10595,0,16442,2278358,328481,31570,324842,13514,1374.1457,8982.52713024698,50510,62260,127283,190649,174,218277,316988,27037,5519.67249599998,733717,70,27.8,28.04,99.93,NA
2024-2025,Feb,17,MADHYA PRADESH,1731,BETUL,3824014,235.772800063854,38,2468,2433.563136,6815,1,13700,3727240,468129,56970,1968312,211371,1343.7414,12565.12265,97272,150716,167878,398360,1127,214810,489800,20515,8787.81811309999,1972333,57,31.67,53.85,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1738,BALAGHAT,8975347,234.240247865642,38,6317,7548.218662,25144,0,17007,7145605,335947,28335,2210910,131517,1839.24559,26125.3471153537,184847,277871,276233,590576,3756,316095,667087,42151,16737.8828634997,4377417,69,36.73,34.47,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1739,SHEOPUR,3118832,241.469084044761,51,340,8732.012889,13133,0,17013,3213847,364509,20579,960674,45335,543.28616,17035.745962752,62047,82803,92934,155962,189,162681,267296,30146,7760.44691350002,1287711,81,18.86,33.96,99.94,NA
2024-2025,Feb,17,MADHYA PRADESH,1746,ANUPPUR,5073811,198.374386229592,47,2056,3519.82919393699,8865,0,9207,4092980,373408,25314,2476754,146985,704.44998,12343.703127437,86381,133241,130357,263949,2566,158250,312917,18072,8119.42395349996,2065380,79,56.05,22.67,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1749,ALIRAJPUR,3348606,232.289102158417,48,1890,5424.493381,8101,0,11063,3550192,493885,38152,2861971,201190,668.96495,14340.1674526399,72637,118628,108943,251624,2539,143189,317179,19164,8246.70912169993,1243609,74,19.22,70.34,99.86,NA
2024-2025,Feb,17,MADHYA PRADESH,1750,SINGRAULI,4103436,236.827400495486,45,788,4217.306693,9726,0,9924,3263672,467850,35830,1019340,69808,695.10513,12641.681381057,71983,104936,123618,217990,666,170952,293852,19650,7729.26955829903,1327437,70,23.56,60.56,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1701,MORENA,9230789,244.347040178509,59,366,16663.243000484,4112,2,7417,10542450,1293378,41402,145365,4294,1026.02702,43449.4345577833,175806,188265,237906,299251,1837,320974,403535,11529,25760.1645372993,4303280,14,19.14,54.83,99.83,NA
2024-2025,Jan,17,MADHYA PRADESH,1702,BHIND,3009274,223.950710972961,16,39,54.17966562,1721,56,7083,323641,47906,20331,2189,201,601.73693,1380.712916,19602,21157,80228,109398,0,160795,265099,8804,724.7963205,129098,35,15.73,36.43,99.72,NA
2024-2025,Jan,17,MADHYA PRADESH,1705,SHIVPURI,7334439,244.17378967616,47,527,5512.985512,14386,0,28923,5474824,771792,56787,1214317,62601,1240.35799,20121.4287412519,116094,157771,199055,343682,227,315055,582831,43309,13368.0852388999,2219607,77,15.02,41.98,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1713,REWA,2993579,214.936630329298,35,202,2750.836939,8505,1,16174,1914558,336176,51913,285260,46811,1581.67646,8447.59985,54290,73005,154878,285067,192,249749,474316,24679,4115.086451,795193,54,23.41,30.53,100.84,NA
2024-2025,Jan,17,MADHYA PRADESH,1714,SHAHDOL,3163465,215.544086534132,37,1560,3950.243748,8917,1,15322,2467350,313064,37570,1522822,137514,784.11172,10052.5824870539,66522,102521,128553,252172,689,155726,291822,24239,5318.2270190999,1250115,79,19.34,42.13,99.81,NA
2024-2025,Jan,17,MADHYA PRADESH,1717,RATLAM,2713891,232.159049615837,41,314,3019.036168,4910,0,12088,1938111,426292,62800,617494,72154,1002.77253,8521.30877644999,46593,72305,108937,235951,595,185578,383740,16998,4499.50007809999,762301,74,33.39,45.96,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1718,UJJAIN,2195204,194.056140437855,41,339,1288.739083,4459,0,10250,1668140,530627,57756,93120,12019,1282.22925,5808.09643385603,40140,60467,74884,173815,184,148459,345598,14709,3237.12810110003,587575,56,24.83,42.79,99.83,NA
2024-2025,Jan,17,MADHYA PRADESH,1726,RAJGARH,6000990,246.499456542835,39,860,6325.282446,14520,1,15476,3410830,436058,57571,85243,10704,1287.42993,16020.389789403,86706,137419,193966,370887,217,273893,508761,29996,8407.67741359998,1371247,72,37.36,42.5,99.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1729,SEHORE,1413344,243.226653281994,46,171,1189.658459,5338,0,10771,1266623,257536,29530,159296,19396,968.69134,5239.11453169999,27500,40843,63411,121179,147,131561,245307,16109,3080.76473259999,442758,60,31.56,30.87,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1736,CHHINDWARA,7613940,228.225281097187,41,3730,8477.058026,14143,1,22310,5905502,860586,90045,3270572,276414,1626.56975,23581.476315352,143785,217700,234100,548513,2294,282190,648523,36453,13477.84854,3143290,73,23.56,47.54,100.06,NA
